Precinct,obama,romney,johnson,stein,other,totalvotes,PrecinctName,StateName,StateAbbr,dPct,rPct,leanD,leanR,otherPct,dDRPct,rDRPct
36-052,56,19,3,0,0,78,Napakiak,AK,AK,0.717948717949,0.24358974359,2.94736842105,0.339285714286,0.0,0.746666666667,0.253333333333
36-054,69,12,1,0,0,82,Napaskiak,AK,AK,0.841463414634,0.146341463415,5.75,0.173913043478,0.0,0.851851851852,0.148148148148
36-056,102,22,4,1,0,129,New Stuyahok,AK,AK,0.790697674419,0.170542635659,4.63636363636,0.21568627451,0.0,0.822580645161,0.177419354839
36-058,76,11,1,1,0,89,Newtok,AK,AK,0.85393258427,0.123595505618,6.90909090909,0.144736842105,0.0,0.873563218391,0.126436781609
36-060,52,12,3,1,0,68,Nightmute,AK,AK,0.764705882353,0.176470588235,4.33333333333,0.230769230769,0.0,0.8125,0.1875
36-062,33,12,1,2,0,48,Nondalton,AK,AK,0.6875,0.25,2.75,0.363636363636,0.0,0.733333333333,0.266666666667
36-064,70,15,3,0,0,88,Nunapitchuk,AK,AK,0.795454545455,0.170454545455,4.66666666667,0.214285714286,0.0,0.823529411765,0.176470588235
36-066,6,5,0,0,1,12,Pedro Bay,AK,AK,0.5,0.416666666667,1.2,0.833333333333,0.0833333333333,0.545454545455,0.454545454545
36-068,59,15,4,5,0,83,Russian Mission,AK,AK,0.710843373494,0.180722891566,3.93333333333,0.254237288136,0.0,0.797297297297,0.202702702703
36-070,29,2,1,0,0,32,Shageluk,AK,AK,0.90625,0.0625,14.5,0.0689655172414,0.0,0.935483870968,0.0645161290323
36-072,21,10,1,0,0,32,Sleetmute,AK,AK,0.65625,0.3125,2.1,0.47619047619,0.0,0.677419354839,0.322580645161
36-074,8,10,2,0,0,20,South Naknek,AK,AK,0.4,0.5,0.8,1.25,0.0,0.444444444444,0.555555555556
36-076,138,18,1,1,1,159,Toksook Bay,AK,AK,0.867924528302,0.11320754717,7.66666666667,0.130434782609,0.0062893081761,0.884615384615,0.115384615385
36-078,49,9,7,2,0,67,Tuluksak,AK,AK,0.731343283582,0.134328358209,5.44444444444,0.183673469388,0.0,0.844827586207,0.155172413793
36-080,76,12,2,0,1,91,Tuntutuliak,AK,AK,0.835164835165,0.131868131868,6.33333333333,0.157894736842,0.010989010989,0.863636363636,0.136363636364
36-082,68,8,3,3,0,82,Tununak,AK,AK,0.829268292683,0.0975609756098,8.5,0.117647058824,0.0,0.894736842105,0.105263157895
36-084,22,0,1,0,1,24,Tyonek,AK,AK,0.916666666667,0.0,inf,0.0,0.0416666666667,1.0,0.0
36-086,42,19,2,1,1,65,Upper Kalskag,AK,AK,0.646153846154,0.292307692308,2.21052631579,0.452380952381,0.0153846153846,0.688524590164,0.311475409836
36-Early,0,0,0,0,0,0,Voting,AK,AK,,,,,,,
37-700,52,22,0,2,5,81,Akutan,AK,AK,0.641975308642,0.271604938272,2.36363636364,0.423076923077,0.0617283950617,0.702702702703,0.297297297297
37-702,29,13,0,0,0,42,Aleutians No. 1,AK,AK,0.690476190476,0.309523809524,2.23076923077,0.448275862069,0.0,0.690476190476,0.309523809524
37-704,441,266,15,3,5,730,Aleutians No. 2,AK,AK,0.604109589041,0.364383561644,1.65789473684,0.603174603175,0.00684931506849,0.623762376238,0.376237623762
37-706,437,141,15,3,4,600,Bethel No. 1,AK,AK,0.728333333333,0.235,3.09929078014,0.322654462243,0.00666666666667,0.756055363322,0.243944636678
37-708,443,217,33,5,5,703,Bethel No. 2,AK,AK,0.630156472262,0.308677098151,2.04147465438,0.489841986456,0.00711237553343,0.671212121212,0.328787878788
37-710,13,5,1,0,0,19,Chignik,AK,AK,0.684210526316,0.263157894737,2.6,0.384615384615,0.0,0.722222222222,0.277777777778
37-712,6,3,1,0,0,10,Clark's Point,AK,AK,0.6,0.3,2.0,0.5,0.0,0.666666666667,0.333333333333
37-714,1,30,0,0,0,31,Cold Bay,AK,AK,0.0322580645161,0.967741935484,0.0333333333333,30.0,0.0,0.0322580645161,0.967741935484
37-716,53,17,3,0,0,73,Eek,AK,AK,0.72602739726,0.232876712329,3.11764705882,0.320754716981,0.0,0.757142857143,0.242857142857
37-718,0,14,0,1,0,15,Egegik,AK,AK,0.0,0.933333333333,0.0,inf,0.0,0.0,1.0
37-720,55,19,4,2,1,81,Goodnews Bay,AK,AK,0.679012345679,0.234567901235,2.89473684211,0.345454545455,0.0123456790123,0.743243243243,0.256756756757
37-722,56,67,2,1,0,126,King Cove,AK,AK,0.444444444444,0.531746031746,0.835820895522,1.19642857143,0.0,0.455284552846,0.544715447154
37-724,34,35,1,2,0,72,Mekoryuk,AK,AK,0.472222222222,0.486111111111,0.971428571429,1.02941176471,0.0,0.492753623188,0.507246376812
37-726,17,13,2,0,0,32,Port Heiden,AK,AK,0.53125,0.40625,1.30769230769,0.764705882353,0.0,0.566666666667,0.433333333333
37-728,75,35,2,2,1,115,Quinhagak,AK,AK,0.652173913043,0.304347826087,2.14285714286,0.466666666667,0.00869565217391,0.681818181818,0.318181818182
37-730,71,95,7,1,0,174,Sand Point,AK,AK,0.408045977011,0.545977011494,0.747368421053,1.33802816901,0.0,0.427710843373,0.572289156627
37-732,20,11,0,0,1,32,St. George Island,AK,AK,0.625,0.34375,1.81818181818,0.55,0.03125,0.645161290323,0.354838709677
37-734,103,18,4,0,0,125,St. Paul Island,AK,AK,0.824,0.144,5.72222222222,0.174757281553,0.0,0.851239669421,0.148760330579
37-736,102,75,8,3,2,190,Togiak,AK,AK,0.536842105263,0.394736842105,1.36,0.735294117647,0.0105263157895,0.576271186441,0.423728813559
37-Early,0,0,0,0,0,0,Voting,AK,AK,,,,,,,
38-805,15,56,3,0,1,75,Anderson,AK,AK,0.2,0.746666666667,0.267857142857,3.73333333333,0.0133333333333,0.211267605634,0.788732394366
38-810,36,46,1,1,1,85,Cantwell,AK,AK,0.423529411765,0.541176470588,0.782608695652,1.27777777778,0.0117647058824,0.439024390244,0.560975609756
38-815,21,40,3,0,0,64,Clear,AK,AK,0.328125,0.625,0.525,1.90476190476,0.0,0.344262295082,0.655737704918
38-820,86,8,1,6,0,101,Denali Park,AK,AK,0.851485148515,0.0792079207921,10.75,0.093023255814,0.0,0.914893617021,0.0851063829787
38-825,318,196,20,13,9,556,Ester,AK,AK,0.571942446043,0.352517985612,1.62244897959,0.616352201258,0.0161870503597,0.618677042802,0.381322957198
38-827,268,181,20,11,12,492,Goldstream No. 1,AK,AK,0.544715447154,0.367886178862,1.48066298343,0.675373134328,0.0243902439024,0.596881959911,0.403118040089
38-830,403,207,36,22,11,679,Goldstream No. 2,AK,AK,0.59351988218,0.304860088365,1.94685990338,0.51364764268,0.0162002945508,0.660655737705,0.339344262295
38-833,28,21,3,1,0,53,Grayling,AK,AK,0.528301886792,0.396226415094,1.33333333333,0.75,0.0,0.571428571429,0.428571428571
38-835,151,190,6,9,1,357,Healy,AK,AK,0.422969187675,0.532212885154,0.794736842105,1.2582781457,0.00280112044818,0.442815249267,0.557184750733
38-845,19,30,0,0,0,49,Manley Hot Springs,AK,AK,0.387755102041,0.612244897959,0.633333333333,1.57894736842,0.0,0.387755102041,0.612244897959
38-853,52,57,5,0,1,115,McGrath,AK,AK,0.452173913043,0.495652173913,0.912280701754,1.09615384615,0.00869565217391,0.477064220183,0.522935779817
38-855,38,11,5,2,0,56,Minto,AK,AK,0.678571428571,0.196428571429,3.45454545455,0.289473684211,0.0,0.775510204082,0.224489795918
38-863,91,164,12,5,6,278,Nenana,AK,AK,0.327338129496,0.589928057554,0.55487804878,1.8021978022,0.0215827338129,0.356862745098,0.643137254902
38-865,31,14,2,0,0,47,Nikolai,AK,AK,0.659574468085,0.297872340426,2.21428571429,0.451612903226,0.0,0.688888888889,0.311111111111
38-870,36,7,1,0,2,46,Ruby,AK,AK,0.782608695652,0.152173913043,5.14285714286,0.194444444444,0.0434782608696,0.837209302326,0.162790697674
38-890,78,10,1,0,0,89,Tanana,AK,AK,0.876404494382,0.112359550562,7.8,0.128205128205,0.0,0.886363636364,0.113636363636
38-893,3,9,0,0,0,12,Takotna,AK,AK,0.25,0.75,0.333333333333,3.0,0.0,0.25,0.75
38-895,185,99,10,15,4,313,University Hills,AK,AK,0.591054313099,0.316293929712,1.86868686869,0.535135135135,0.0127795527157,0.651408450704,0.348591549296
38-900,111,27,0,1,0,139,Alakanuk,AK,AK,0.798561151079,0.194244604317,4.11111111111,0.243243243243,0.0,0.804347826087,0.195652173913
38-904,149,23,1,0,0,173,Chevak,AK,AK,0.861271676301,0.132947976879,6.47826086957,0.154362416107,0.0,0.866279069767,0.133720930233
38-910,132,3,3,44,1,183,Emmonak,AK,AK,0.72131147541,0.016393442623,44.0,0.0227272727273,0.00546448087432,0.977777777778,0.0222222222222
38-916,183,31,3,4,0,221,Hooper Bay,AK,AK,0.828054298643,0.140271493213,5.90322580645,0.169398907104,0.0,0.855140186916,0.144859813084
38-918,93,19,4,1,0,117,Kotlik,AK,AK,0.794871794872,0.162393162393,4.89473684211,0.204301075269,0.0,0.830357142857,0.169642857143
38-920,74,19,2,2,0,97,Marshall,AK,AK,0.762886597938,0.19587628866,3.89473684211,0.256756756757,0.0,0.795698924731,0.204301075269
38-922,112,55,5,6,0,178,Mountain Village,AK,AK,0.629213483146,0.308988764045,2.03636363636,0.491071428571,0.0,0.670658682635,0.329341317365
38-928,45,4,1,2,0,52,Nunam Iqua,AK,AK,0.865384615385,0.0769230769231,11.25,0.0888888888889,0.0,0.918367346939,0.0816326530612
38-930,126,38,1,1,0,166,Pilot Station,AK,AK,0.759036144578,0.228915662651,3.31578947368,0.301587301587,0.0,0.768292682927,0.231707317073
38-936,105,15,2,0,0,122,Scammon Bay,AK,AK,0.860655737705,0.122950819672,7.0,0.142857142857,0.0,0.875,0.125
38-940,104,14,2,0,1,121,St. Mary's,AK,AK,0.859504132231,0.115702479339,7.42857142857,0.134615384615,0.00826446280992,0.881355932203,0.118644067797
38-Early,257,99,6,9,2,373,Voting,AK,AK,0.689008042895,0.265415549598,2.59595959596,0.385214007782,0.00536193029491,0.72191011236,0.27808988764
39-005,35,8,0,1,0,44,Allakaket,AK,AK,0.795454545455,0.181818181818,4.375,0.228571428571,0.0,0.813953488372,0.186046511628
39-007,50,0,0,1,0,51,Arctic Village,AK,AK,0.980392156863,0.0,inf,0.0,0.0,1.0,0.0
39-010,22,5,1,0,0,28,Beaver,AK,AK,0.785714285714,0.178571428571,4.4,0.227272727273,0.0,0.814814814815,0.185185185185
39-012,6,7,1,0,0,14,Bettles,AK,AK,0.428571428571,0.5,0.857142857143,1.16666666667,0.0,0.461538461538,0.538461538462
39-015,8,30,3,2,0,43,Central,AK,AK,0.186046511628,0.697674418605,0.266666666667,3.75,0.0,0.210526315789,0.789473684211
39-020,18,63,5,2,2,90,Chistochina,AK,AK,0.2,0.7,0.285714285714,3.5,0.0222222222222,0.222222222222,0.777777777778
39-023,22,11,0,0,0,33,Circle,AK,AK,0.666666666667,0.333333333333,2.0,0.5,0.0,0.666666666667,0.333333333333
39-025,56,176,9,3,2,246,Copper Center,AK,AK,0.227642276423,0.715447154472,0.318181818182,3.14285714286,0.00813008130081,0.241379310345,0.758620689655
39-027,5,37,2,0,1,45,Dot Lake,AK,AK,0.111111111111,0.822222222222,0.135135135135,7.4,0.0222222222222,0.119047619048,0.880952380952
39-030,25,61,3,0,0,89,Eagle,AK,AK,0.280898876404,0.685393258427,0.409836065574,2.44,0.0,0.290697674419,0.709302325581
39-033,155,35,0,2,0,192,Fort Yukon,AK,AK,0.807291666667,0.182291666667,4.42857142857,0.225806451613,0.0,0.815789473684,0.184210526316
39-035,35,71,0,0,0,106,Gakona,AK,AK,0.330188679245,0.669811320755,0.492957746479,2.02857142857,0.0,0.330188679245,0.669811320755
39-037,89,81,5,2,0,177,Galena,AK,AK,0.502824858757,0.457627118644,1.0987654321,0.910112359551,0.0,0.523529411765,0.476470588235
39-040,32,7,3,0,0,42,Hughes,AK,AK,0.761904761905,0.166666666667,4.57142857143,0.21875,0.0,0.820512820513,0.179487179487
39-043,77,22,1,0,0,100,Huslia,AK,AK,0.77,0.22,3.5,0.285714285714,0.0,0.777777777778,0.222222222222
39-045,48,9,1,0,0,58,Kaltag,AK,AK,0.827586206897,0.155172413793,5.33333333333,0.1875,0.0,0.842105263158,0.157894736842
39-047,37,89,6,1,3,136,Kenny Lake,AK,AK,0.272058823529,0.654411764706,0.415730337079,2.40540540541,0.0220588235294,0.293650793651,0.706349206349
39-050,32,2,2,1,0,37,Koyukuk,AK,AK,0.864864864865,0.0540540540541,16.0,0.0625,0.0,0.941176470588,0.0588235294118
39-053,23,11,3,1,0,38,Mentasta,AK,AK,0.605263157895,0.289473684211,2.09090909091,0.478260869565,0.0,0.676470588235,0.323529411765
39-055,42,20,1,0,0,63,Northway,AK,AK,0.666666666667,0.31746031746,2.1,0.47619047619,0.0,0.677419354839,0.322580645161
39-060,57,20,0,2,1,80,Nulato,AK,AK,0.7125,0.25,2.85,0.350877192982,0.0125,0.74025974026,0.25974025974
39-070,14,0,1,0,0,15,Stevens Village,AK,AK,0.933333333333,0.0,inf,0.0,0.0,1.0,0.0
39-075,36,4,2,0,1,43,Tanacross,AK,AK,0.837209302326,0.093023255814,9.0,0.111111111111,0.0232558139535,0.9,0.1
39-085,25,2,0,0,0,27,Tetlin,AK,AK,0.925925925926,0.0740740740741,12.5,0.08,0.0,0.925925925926,0.0740740740741
39-090,130,318,19,5,10,482,Tok,AK,AK,0.269709543568,0.659751037344,0.408805031447,2.44615384615,0.0207468879668,0.290178571429,0.709821428571
39-095,49,4,1,0,0,54,Venetie,AK,AK,0.907407407407,0.0740740740741,12.25,0.0816326530612,0.0,0.924528301887,0.0754716981132
39-400,78,21,3,1,2,105,Brevig Mission,AK,AK,0.742857142857,0.2,3.71428571429,0.269230769231,0.0190476190476,0.787878787879,0.212121212121
39-405,15,9,0,0,0,24,Diomede,AK,AK,0.625,0.375,1.66666666667,0.6,0.0,0.625,0.375
39-410,74,20,6,3,0,103,Elim,AK,AK,0.718446601942,0.194174757282,3.7,0.27027027027,0.0,0.787234042553,0.212765957447
39-415,114,32,4,0,1,151,Gambell,AK,AK,0.754966887417,0.211920529801,3.5625,0.280701754386,0.00662251655629,0.780821917808,0.219178082192
39-420,52,21,2,0,1,76,Golovin,AK,AK,0.684210526316,0.276315789474,2.47619047619,0.403846153846,0.0131578947368,0.712328767123,0.287671232877
39-425,75,23,1,1,0,100,Koyuk,AK,AK,0.75,0.23,3.26086956522,0.306666666667,0.0,0.765306122449,0.234693877551
39-430,257,181,9,9,3,459,Nome No. 1,AK,AK,0.559912854031,0.394335511983,1.41988950276,0.704280155642,0.00653594771242,0.586757990868,0.413242009132
39-435,364,221,17,15,6,623,Nome No. 2,AK,AK,0.584269662921,0.354735152488,1.64705882353,0.607142857143,0.00963081861958,0.622222222222,0.377777777778
39-440,191,32,8,0,0,231,Savoonga,AK,AK,0.82683982684,0.138528138528,5.96875,0.167539267016,0.0,0.856502242152,0.143497757848
39-445,57,20,3,2,0,82,Shaktoolik,AK,AK,0.69512195122,0.243902439024,2.85,0.350877192982,0.0,0.74025974026,0.25974025974
39-450,154,36,1,3,0,194,Shishmaref,AK,AK,0.79381443299,0.185567010309,4.27777777778,0.233766233766,0.0,0.810526315789,0.189473684211
39-455,42,19,4,2,0,67,St. Michael,AK,AK,0.626865671642,0.283582089552,2.21052631579,0.452380952381,0.0,0.688524590164,0.311475409836
39-460,61,30,3,3,0,97,Stebbins,AK,AK,0.628865979381,0.309278350515,2.03333333333,0.491803278689,0.0,0.67032967033,0.32967032967
39-465,43,13,5,0,0,61,Teller,AK,AK,0.704918032787,0.213114754098,3.30769230769,0.302325581395,0.0,0.767857142857,0.232142857143
39-470,163,89,6,3,7,268,Unalakleet,AK,AK,0.608208955224,0.332089552239,1.83146067416,0.546012269939,0.0261194029851,0.646825396825,0.353174603175
39-475,44,7,5,3,1,60,Wales,AK,AK,0.733333333333,0.116666666667,6.28571428571,0.159090909091,0.0166666666667,0.862745098039,0.137254901961
39-480,42,18,3,2,0,65,White Mountain,AK,AK,0.646153846154,0.276923076923,2.33333333333,0.428571428571,0.0,0.7,0.3
39-Early,142,78,3,2,3,228,Voting,AK,AK,0.622807017544,0.342105263158,1.82051282051,0.549295774648,0.0131578947368,0.645454545455,0.354545454545
40-002,60,15,1,2,0,78,Ambler,AK,AK,0.769230769231,0.192307692308,4.0,0.25,0.0,0.8,0.2
40-004,63,23,0,2,1,89,Anaktuvuk Pass,AK,AK,0.707865168539,0.258426966292,2.73913043478,0.365079365079,0.0112359550562,0.732558139535,0.267441860465
40-006,37,15,1,2,0,55,Atqasuk,AK,AK,0.672727272727,0.272727272727,2.46666666667,0.405405405405,0.0,0.711538461538,0.288461538462
40-008,242,112,8,5,5,372,Barrow,AK,AK,0.650537634409,0.301075268817,2.16071428571,0.462809917355,0.0134408602151,0.683615819209,0.316384180791
40-010,501,231,11,11,14,768,Browerville,AK,AK,0.65234375,0.30078125,2.16883116883,0.461077844311,0.0182291666667,0.684426229508,0.315573770492
40-012,74,12,4,1,0,91,Buckland,AK,AK,0.813186813187,0.131868131868,6.16666666667,0.162162162162,0.0,0.860465116279,0.139534883721
40-014,29,4,1,0,0,34,Deering,AK,AK,0.852941176471,0.117647058824,7.25,0.137931034483,0.0,0.878787878788,0.121212121212
40-016,54,28,2,1,1,86,Kaktovik,AK,AK,0.627906976744,0.325581395349,1.92857142857,0.518518518519,0.0116279069767,0.658536585366,0.341463414634
40-018,51,26,0,0,0,77,Kiana,AK,AK,0.662337662338,0.337662337662,1.96153846154,0.509803921569,0.0,0.662337662338,0.337662337662
40-020,58,32,3,0,0,93,Kivalina,AK,AK,0.623655913978,0.344086021505,1.8125,0.551724137931,0.0,0.644444444444,0.355555555556
40-022,30,3,1,0,0,34,Kobuk,AK,AK,0.882352941176,0.0882352941176,10.0,0.1,0.0,0.909090909091,0.0909090909091
40-024,481,220,18,12,5,736,Kotzebue,AK,AK,0.653532608696,0.298913043478,2.18636363636,0.45738045738,0.00679347826087,0.686162624822,0.313837375178
40-026,82,47,4,2,1,136,Noatak,AK,AK,0.602941176471,0.345588235294,1.74468085106,0.573170731707,0.00735294117647,0.635658914729,0.364341085271
40-028,77,59,6,2,0,144,Noorvik,AK,AK,0.534722222222,0.409722222222,1.30508474576,0.766233766234,0.0,0.566176470588,0.433823529412
40-030,68,41,4,1,0,114,Nuiqsut,AK,AK,0.59649122807,0.359649122807,1.65853658537,0.602941176471,0.0,0.623853211009,0.376146788991
40-032,118,38,1,1,0,158,Point Hope,AK,AK,0.746835443038,0.240506329114,3.10526315789,0.322033898305,0.0,0.75641025641,0.24358974359
40-034,24,14,0,2,0,40,Point Lay,AK,AK,0.6,0.35,1.71428571429,0.583333333333,0.0,0.631578947368,0.368421052632
40-036,108,33,4,3,0,148,Selawik,AK,AK,0.72972972973,0.222972972973,3.27272727273,0.305555555556,0.0,0.765957446809,0.234042553191
40-038,66,10,0,0,0,76,Shungnak,AK,AK,0.868421052632,0.131578947368,6.6,0.151515151515,0.0,0.868421052632,0.131578947368
40-040,93,56,3,2,1,155,Wainwright,AK,AK,0.6,0.361290322581,1.66071428571,0.602150537634,0.00645161290323,0.624161073826,0.375838926174
40-Early,3,0,0,0,0,3,Voting,AK,AK,1.0,0.0,inf,0.0,0.0,1.0,0.0
